province,city,data,AQI,type,month,day
陕西,咸阳,415.1676596,293.0966565,PM10,12,3
陕西,西安,409.7677273,285.3824675,PM10,12,3
陕西,宝鸡,393.1776623,261.6823748,PM10,12,3
陕西,渭南,200.7472727,250.7472727,PM2.5,1,15
陕西,西安,181.7838636,231.7838636,PM2.5,1,15
陕西,渭南,174.3341818,224.3341818,PM2.5,1,14
陕西,咸阳,366.8153191,224.0218845,PM10,11,27
陕西,西安,170.8834091,220.8834091,PM2.5,1,2
陕西,咸阳,168.4959574,218.4959574,PM2.5,1,14
陕西,西安,166.7145455,216.7145455,PM2.5,1,14
陕西,渭南,166.12,216.12,PM2.5,1,2
陕西,渭南,162.8034545,212.8034545,PM2.5,1,13
陕西,渭南,161.2983636,211.2983636,PM2.5,1,16
陕西,西安,158.7806818,208.7806818,PM2.5,2,16
陕西,咸阳,156.6751064,206.6751064,PM2.5,2,16
陕西,渭南,155.2914545,205.2914545,PM2.5,2,17
陕西,渭南,152.3470909,202.3470909,PM2.5,2,16
陕西,咸阳,151.5602128,201.5602128,PM2.5,1,15
陕西,西安,151.1452273,201.1452273,PM2.5,2,17
陕西,渭南,150.9601818,200.9601818,PM2.5,1,22
陕西,咸阳,342.1470213,196.0735106,PM10,11,26
陕西,咸阳,146.8625532,195.5179331,PM2.5,1,2
陕西,渭南,143.6103636,190.8719481,PM2.5,11,30
陕西,西安,329.5502273,189.7751136,PM10,11,27
陕西,咸阳,138.0374468,182.9106383,PM2.5,2,17
陕西,西安,314.4309091,182.2154545,PM10,11,26
陕西,西安,136.2490909,180.3558442,PM2.5,1,13
陕西,咸阳,307.6317021,178.8158511,PM10,1,1
陕西,西安,135.0261364,178.6087662,PM2.5,1,3
陕西,咸阳,134.7993617,178.2848024,PM2.5,1,13
陕西,渭南,305.3714545,177.6857273,PM10,1,1
陕西,咸阳,133.9621277,177.0887538,PM2.5,1,1
陕西,西安,133.4309091,176.3298701,PM2.5,12,2
陕西,渭南,132.7883636,175.4119481,PM2.5,1,1
陕西,咸阳,132.4068085,174.8668693,PM2.5,11,30
陕西,渭南,297.0990909,173.5495455,PM10,11,27
陕西,西安,131.3015909,173.287987,PM2.5,11,30
陕西,渭南,294.7041818,172.3520909,PM10,1,2
陕西,铜川,129.8227778,171.1753968,PM2.5,2,17
陕西,渭南,128.8774545,169.8249351,PM2.5,12,1
陕西,渭南,289.0529091,169.5264545,PM10,11,26
陕西,西安,127.2570455,167.5100649,PM2.5,1,22
陕西,咸阳,283.0023404,166.5011702,PM10,4,11
陕西,咸阳,282.5812766,166.2906383,PM10,12,2
陕西,渭南,126.3407273,166.201039,PM2.5,1,21
陕西,渭南,125.944,165.6342857,PM2.5,12,2
陕西,渭南,278.7194545,164.3597273,PM10,4,11
陕西,咸阳,124.8391489,164.0559271,PM2.5,12,2
陕西,西安,277.0988636,163.5494318,PM10,1,2
陕西,商洛,124.2981609,163.283087,PM2.5,2,17
