province,city,data,AQI,type,month,day
香港,元朗,91.28,120.35,PM2.5,1,22
香港,元朗,90.95,119.9375,PM2.5,1,17
香港,元朗,85.61,113.2625,PM2.5,12,23
香港,元朗,97.44,108.72,NO2,1,17
香港,元朗,80.09,100.045,NO2,1,16
香港,大埔,74.46,99.325,PM2.5,1,22
香港,元朗,77.91,97.3875,NO2,1,22
香港,大埔,71.84,96.05,PM2.5,12,23
香港,元朗,69.11,92.6375,PM2.5,1,1
香港,元朗,130.59,90.295,PM10,1,17
香港,大埔,148.2,90.16666667,O3,8,25
香港,元朗,64.66,87.075,PM2.5,12,15
香港,元朗,121.93,85.965,PM10,1,22
香港,大埔,141.41,84.50833333,O3,10,3
香港,大埔,66.57,83.2125,NO2,1,17
香港,元朗,139.21,82.675,O3,8,25
香港,元朗,65.29,81.6125,NO2,12,26
香港,大埔,59.99,81.2375,PM2.5,1,1
香港,元朗,58.65,79.5625,PM2.5,1,23
香港,大埔,58.15,78.9375,PM2.5,1,17
香港,元朗,62.4,78,NO2,10,29
香港,元朗,133.4,77.83333333,O3,10,3
香港,大埔,133.12,77.6,O3,10,6
香港,元朗,57.02,77.525,PM2.5,2,11
香港,大埔,132.52,77.1,O3,10,5
香港,大埔,103.08,76.54,PM10,1,22
香港,元朗,131.1,75.91666667,O3,8,24
香港,元朗,99.98,74.99,PM10,12,23
香港,元朗,54.23,74.0375,PM2.5,2,4
香港,元朗,128.72,73.93333333,O3,10,6
香港,大埔,128.59,73.825,O3,8,24
香港,大埔,128.54,73.78333333,O3,10,1
香港,元朗,53.75,73.4375,PM2.5,2,10
香港,元朗,58.43,73.0375,NO2,12,15
香港,大埔,127.49,72.90833333,O3,10,7
香港,大埔,127.13,72.60833333,O3,6,11
香港,元朗,95.19,72.595,PM10,1,1
香港,大埔,127.11,72.59166667,O3,10,8
香港,大埔,127.1,72.58333333,O3,10,2
香港,元朗,57.66,72.075,NO2,2,7
香港,元朗,57.55,71.9375,NO2,3,16
香港,元朗,57.02,71.275,NO2,1,18
香港,元朗,51.19,70.2375,PM2.5,1,18
香港,元朗,90.39,70.195,PM10,12,15
香港,大埔,50.86,69.825,PM2.5,2,11
香港,元朗,55.76,69.7,NO2,1,19
香港,元朗,89.04,69.52,PM10,4,7
香港,元朗,50.43,69.2875,PM2.5,10,10
香港,元朗,50.24,69.05,PM2.5,1,21
香港,大埔,49.97,68.7125,PM2.5,1,21
