province,city,data,AQI,type,month,day
福建,龙岩,108.6772093,142.0965116,PM2.5,2,16
福建,三明,101.3049038,132.8811298,PM2.5,12,23
福建,南平,95.76336207,125.9542026,PM2.5,2,16
福建,三明,93.86057692,123.5757212,PM2.5,2,16
福建,南平,91.01922414,120.0240302,PM2.5,12,23
福建,龙岩,87.18302326,115.2287791,PM2.5,12,23
福建,厦门,94.56833333,107.2841667,NO2,3,15
福建,莆田,78.29705882,104.1213235,PM2.5,3,3
福建,宁德,77.00381818,102.5047727,PM2.5,12,23
福建,宁德,72.446,96.8075,PM2.5,1,18
福建,厦门,72.44,96.8,PM2.5,2,16
福建,福州,70.27153846,94.08942308,PM2.5,12,23
福建,泉州,69.73489796,93.41862245,PM2.5,2,16
福建,宁德,68.68527273,92.10659091,PM2.5,2,16
福建,莆田,68.61764706,92.02205882,PM2.5,2,15
福建,泉州,67.11979592,90.1497449,PM2.5,12,23
福建,莆田,65.87823529,88.59779412,PM2.5,2,16
福建,龙岩,65.23709302,87.79636628,PM2.5,1,20
福建,莆田,65.20588235,87.75735294,PM2.5,12,23
福建,厦门,64.895,87.36875,PM2.5,3,15
福建,三明,64.80076923,87.25096154,PM2.5,1,21
福建,莆田,64.58941176,86.98676471,PM2.5,3,4
福建,三明,64.52067308,86.90084135,PM2.5,1,20
福建,福州,63.85711538,86.07139423,PM2.5,2,16
福建,莆田,142.43,85.35833333,O3,4,26
福建,漳州,63.1962963,85.24537037,PM2.5,2,16
福建,宁德,62.584,84.48,PM2.5,1,1
福建,厦门,62.115,83.89375,PM2.5,12,21
福建,厦门,62.05166667,83.81458333,PM2.5,12,23
福建,厦门,61.83333333,83.54166667,PM2.5,2,4
福建,莆田,61.13,82.6625,PM2.5,12,21
福建,莆田,139.1223529,82.60196078,O3,10,2
福建,福州,60.98730769,82.48413462,PM2.5,1,18
福建,漳州,60.68037037,82.10046296,PM2.5,12,23
福建,南平,60.54362069,81.92952586,PM2.5,1,20
福建,福州,60.44538462,81.80673077,PM2.5,3,4
福建,泉州,60.21755102,81.52193878,PM2.5,12,21
福建,三明,112.995,81.4975,PM10,12,23
福建,龙岩,59.76627907,80.95784884,PM2.5,1,21
福建,三明,59.68798077,80.85997596,PM2.5,1,19
福建,宁德,59.42109091,80.52636364,PM2.5,4,29
福建,莆田,136.2158824,80.17990196,O3,10,7
福建,泉州,59.09734694,80.12168367,PM2.5,2,4
福建,厦门,109.9916667,79.99583333,PM10,4,16
福建,福州,58.64480769,79.55600962,PM2.5,3,3
福建,龙岩,107.3224419,78.66122093,PM10,2,16
福建,龙岩,57.82465116,78.53081395,PM2.5,1,19
福建,福州,57.57326923,78.21658654,PM2.5,1,1
福建,厦门,105.9033333,77.95166667,PM10,4,8
福建,泉州,57.32142857,77.90178571,PM2.5,3,3
