province,city,data,AQI,type,month,day
青海,西宁,267.4988235,158.7494118,PM10,4,10
青海,西宁,98.75117647,129.6889706,PM2.5,4,10
青海,西宁,180.4541176,115.2270588,PM10,3,17
青海,西宁,180.3423529,115.1711765,PM10,3,18
青海,海东,86.07655172,113.8456897,PM2.5,4,10
青海,海西,85.33899848,112.9237481,PM2.5,5,25
青海,西宁,174.5088235,112.2544118,PM10,4,4
青海,海东,81.14189655,107.6773707,PM2.5,5,16
青海,海东,80.85551724,107.3193966,PM2.5,6,2
青海,西宁,144.8767647,97.43838235,PM10,4,5
青海,海东,144.3774138,97.1887069,PM10,4,10
青海,西宁,135.9752941,92.98764706,PM10,4,3
青海,海西,68.40524279,91.75655349,PM2.5,10,18
青海,海东,118.1841379,84.09206897,PM10,4,5
青海,海东,117.9817241,83.99086207,PM10,3,17
青海,西宁,60.91088235,82.38860294,PM2.5,5,16
青海,西宁,114.6505882,82.32529412,PM10,4,11
青海,海东,113.9982759,81.99913793,PM10,2,9
青海,海东,113.1103448,81.55517241,PM10,3,18
青海,西宁,59.73235294,80.91544118,PM2.5,1,6
青海,海西,59.6131563,80.76644537,PM2.5,10,19
青海,西宁,109.1779412,79.58897059,PM10,1,2
青海,海东,57.65741379,78.32176724,PM2.5,5,15
青海,海东,57.6212069,78.27650862,PM2.5,1,6
青海,海东,57.58431034,78.23038793,PM2.5,5,5
青海,海东,57.32982759,77.91228448,PM2.5,1,26
青海,海东,57.00172414,77.50215517,PM2.5,1,3
青海,海东,56.90517241,77.38146552,PM2.5,4,11
青海,海东,104.6755172,77.33775862,PM10,11,27
青海,海东,56.71862069,77.14827586,PM2.5,10,22
青海,西宁,56.68764706,77.10955882,PM2.5,4,11
青海,玉树藏族自治州,132.005814,76.67151163,O3,4,27
青海,海东,103.2522414,76.62612069,PM10,5,16
青海,西宁,56.28941176,76.61176471,PM2.5,6,2
青海,海西,55.95091047,76.18863809,PM2.5,5,15
青海,海东,55.57551724,75.71939655,PM2.5,12,14
青海,西宁,101.3229412,75.66147059,PM10,5,9
青海,海西,55.44694992,75.55868741,PM2.5,5,4
青海,西宁,100.5861765,75.29308824,PM10,5,16
青海,西宁,54.83617647,74.79522059,PM2.5,1,2
青海,西宁,99.45235294,74.72617647,PM10,2,9
青海,海东,53.69327586,73.36659483,PM2.5,1,27
青海,海东,95.75862069,72.87931034,PM10,4,4
青海,西宁,95.66294118,72.83147059,PM10,3,16
青海,玉树藏族自治州,125.9086157,71.5905131,O3,4,28
青海,西宁,92.84764706,71.42382353,PM10,11,27
青海,海东,92.4362069,71.21810345,PM10,6,2
青海,西宁,51.66823529,70.83529412,PM2.5,5,9
青海,海西,51.41062215,70.51327769,PM2.5,6,6
青海,玉树藏族自治州,51.26147287,70.32684109,PM2.5,5,24
