province,city,data,AQI,type,month,day
河北,邯郸,277.9214,327.9214,PM2.5,1,15
河北,廊坊,277.2980769,327.2980769,PM2.5,11,26
河北,邢台,269.627037,319.627037,PM2.5,2,19
河北,邢台,255.2937037,305.2937037,PM2.5,1,15
河北,唐山,247.3718644,297.3718644,PM2.5,3,13
河北,衡水,242.1075,292.1075,PM2.5,11,26
河北,廊坊,241.0157692,291.0157692,PM2.5,3,13
河北,石家庄,239.2636923,289.2636923,PM2.5,3,14
河北,唐山,234.9744068,284.9744068,PM2.5,11,26
河北,石家庄,234.4392308,284.4392308,PM2.5,2,19
河北,沧州,233.1896923,283.1896923,PM2.5,11,26
河北,沧州,228.238,278.238,PM2.5,1,19
河北,衡水,225.7845,275.7845,PM2.5,1,20
河北,邢台,225.6581481,275.6581481,PM2.5,1,20
河北,衡水,225.5985,275.5985,PM2.5,1,15
河北,邢台,222.9875926,272.9875926,PM2.5,2,18
河北,邯郸,400.8364,272.6234286,PM10,11,27
河北,邯郸,221.1518,271.1518,PM2.5,1,20
河北,衡水,217.1555,267.1555,PM2.5,2,18
河北,衡水,216.8535,266.8535,PM2.5,1,19
河北,邯郸,214.2796,264.2796,PM2.5,1,17
河北,衡水,214.25,264.25,PM2.5,2,19
河北,邯郸,210.9164,260.9164,PM2.5,2,18
河北,邢台,208.057037,258.057037,PM2.5,2,17
河北,秦皇岛,204.1327273,254.1327273,PM2.5,11,26
河北,衡水,200.3635,250.3635,PM2.5,11,25
河北,邯郸,199.8174,249.8174,PM2.5,2,17
河北,衡水,198.46325,248.46325,PM2.5,2,17
河北,邯郸,195.4194,245.4194,PM2.5,1,19
河北,邢台,195.1590741,245.1590741,PM2.5,11,26
河北,邯郸,194.7794,244.7794,PM2.5,11,26
河北,保定,194.3980412,244.3980412,PM2.5,11,26
河北,沧州,194.3804615,244.3804615,PM2.5,1,20
河北,沧州,194.0796923,244.0796923,PM2.5,11,25
河北,沧州,193.2284615,243.2284615,PM2.5,12,16
河北,廊坊,193.2153846,243.2153846,PM2.5,12,16
河北,邯郸,190.66,240.66,PM2.5,2,19
河北,邯郸,188.884,238.884,PM2.5,1,16
河北,廊坊,376.4726923,237.8181319,PM10,11,26
河北,廊坊,187.7211538,237.7211538,PM2.5,12,15
河北,衡水,187.4975,237.4975,PM2.5,12,2
河北,石家庄,187.356,237.356,PM2.5,2,18
河北,邯郸,187.1422,237.1422,PM2.5,2,27
河北,邢台,186.3077778,236.3077778,PM2.5,2,27
河北,石家庄,184.9241538,234.9241538,PM2.5,11,26
河北,石家庄,182.4584615,232.4584615,PM2.5,1,15
河北,邯郸,181.9184,231.9184,PM2.5,11,25
河北,石家庄,180.8973846,230.8973846,PM2.5,3,13
河北,保定,179.6870103,229.6870103,PM2.5,3,14
河北,秦皇岛,176.8145455,226.8145455,PM2.5,3,13
