province,city,data,AQI,type,month,day
辽宁,葫芦岛,174.1534783,224.1534783,PM2.5,11,26
辽宁,锦州,155.7583721,205.7583721,PM2.5,11,26
辽宁,盘锦,146.998,195.7114286,PM2.5,11,26
辽宁,葫芦岛,140.6919565,186.702795,PM2.5,12,15
辽宁,锦州,136.3197674,180.4568106,PM2.5,3,23
辽宁,盘锦,131.6113333,173.7304762,PM2.5,3,24
辽宁,锦州,128.8009302,169.7156146,PM2.5,3,14
辽宁,沈阳,125.9515789,165.6451128,PM2.5,3,14
辽宁,盘锦,125.8013333,165.4304762,PM2.5,3,23
辽宁,锦州,125.1869767,164.5528239,PM2.5,3,26
辽宁,大连,125.0616071,164.3737245,PM2.5,1,19
辽宁,沈阳,124.5168421,163.5954887,PM2.5,3,23
辽宁,葫芦岛,123.7243478,162.463354,PM2.5,11,14
辽宁,铁岭,123.0328333,161.4754762,PM2.5,3,14
辽宁,阜新,122.6576087,160.939441,PM2.5,3,14
辽宁,盘锦,120.596,157.9942857,PM2.5,3,14
辽宁,盘锦,120.376,157.68,PM2.5,3,25
辽宁,阜新,118.1993478,154.5704969,PM2.5,3,26
辽宁,锦州,117.9590698,154.2272425,PM2.5,12,15
辽宁,葫芦岛,117.1254348,153.0363354,PM2.5,3,12
辽宁,朝阳,116.710814,152.4440199,PM2.5,3,12
辽宁,阜新,116.1336957,151.6195652,PM2.5,3,12
辽宁,盘锦,115.708,151.0114286,PM2.5,2,26
辽宁,葫芦岛,115.5047826,150.721118,PM2.5,3,13
辽宁,锦州,115.4697674,150.6710963,PM2.5,3,12
辽宁,朝阳,112.1697674,146.4622093,PM2.5,11,14
辽宁,盘锦,209.2993333,144.8175758,O3,6,24
辽宁,锦州,110.6606977,144.5758721,PM2.5,2,26
辽宁,葫芦岛,237.3195652,143.6597826,PM10,11,27
辽宁,葫芦岛,109.6606522,143.3258152,PM2.5,3,23
辽宁,锦州,109.4755814,143.0944767,PM2.5,3,24
辽宁,朝阳,109.1287209,142.6609012,PM2.5,11,13
辽宁,朝阳,108.959186,142.4489826,PM2.5,3,13
辽宁,锦州,108.8669767,142.3337209,PM2.5,3,25
辽宁,沈阳,108.082807,141.3535088,PM2.5,11,26
辽宁,盘锦,107.7993333,140.9991667,PM2.5,12,15
辽宁,沈阳,107.7784211,140.9730263,PM2.5,2,26
辽宁,朝阳,107.6145349,140.7681686,PM2.5,11,26
辽宁,辽阳,107.4947368,140.6184211,PM2.5,3,23
辽宁,葫芦岛,106.7163043,139.6453804,PM2.5,3,26
辽宁,阜新,106.1117391,138.8896739,PM2.5,4,1
辽宁,营口,105.8984615,138.6230769,PM2.5,3,24
辽宁,葫芦岛,226.473913,138.2369565,PM10,11,26
辽宁,营口,105.4488462,138.0610577,PM2.5,11,26
辽宁,沈阳,105.3459649,137.9324561,PM2.5,2,28
辽宁,盘锦,105.2026667,137.7533333,PM2.5,3,26
辽宁,盘锦,104.9873333,137.4841667,PM2.5,2,28
辽宁,锦州,104.8065116,137.2581395,PM2.5,11,14
辽宁,辽阳,103.6305263,135.7881579,PM2.5,11,8
辽宁,鞍山,103.4092683,135.5115854,PM2.5,11,26
