province,city,data,AQI,type,month,day
台湾省,[],54.61639241,74.52049051,PM2.5,12,12
台湾省,[],49.71139241,68.38924051,PM2.5,2,3
台湾省,[],48.40525316,66.75656646,PM2.5,11,22
台湾省,[],46.47487342,64.34359177,PM2.5,5,24
台湾省,[],46.35405063,64.19256329,PM2.5,1,22
台湾省,[],45.87278481,63.59098101,PM2.5,6,13
台湾省,[],45.85594937,63.56993671,PM2.5,6,12
台湾省,[],42.95537975,59.94422468,PM2.5,8,26
台湾省,[],41.54670886,58.18338608,PM2.5,2,6
台湾省,[],65.84265823,57.92132911,PM10,12,12
台湾省,[],40.86727848,57.3340981,PM2.5,8,25
台湾省,[],39.78424051,55.98030063,PM2.5,1,9
台湾省,[],39.7043038,55.88037975,PM2.5,1,1
台湾省,[],39.32379747,55.40474684,PM2.5,11,10
台湾省,[],39.31436709,55.39295886,PM2.5,2,1
台湾省,[],39.16556962,55.20696203,PM2.5,8,12
台湾省,[],38.02360759,53.77950949,PM2.5,11,9
台湾省,[],57.45012658,53.72506329,PM10,2,3
台湾省,[],56.37386076,53.18693038,PM10,11,22
台湾省,[],36.80822785,52.26028481,PM2.5,9,6
台湾省,[],36.78696203,52.23370253,PM2.5,1,21
台湾省,[],36.64949367,52.06186709,PM2.5,5,25
台湾省,[],53.94810127,51.97405063,PM10,1,22
台湾省,[],36.36481013,51.70601266,PM2.5,4,7
台湾省,[],36.15886076,51.44857595,PM2.5,1,20
台湾省,[],101.408481,51.17373418,O3,6,12
台湾省,[],52.07151899,51.03575949,PM10,5,24
台湾省,[],51.91981013,50.95990506,PM10,6,12
台湾省,[],35.59113924,50.73892405,PM2.5,2,11
台湾省,[],35.47816456,50.5977057,PM2.5,4,29
台湾省,[],100.5513291,50.45944093,O3,6,13
台湾省,[],50.43417722,50.21708861,PM10,6,13
台湾省,[],35.04613924,50.05767405,PM2.5,9,7
台湾省,[],34.79525316,49.70750452,PM2.5,12,5
台湾省,[],34.49955696,49.28508137,PM2.5,1,29
台湾省,[],34.32398734,49.03426763,PM2.5,12,17
台湾省,[],34.17158228,48.81654611,PM2.5,9,8
台湾省,[],48.39310127,48.39310127,PM10,2,1
台湾省,[],95.59613924,47.79806962,O3,8,25
台湾省,[],33.23550633,47.47929476,PM2.5,10,27
台湾省,[],32.98189873,47.11699819,PM2.5,8,24
台湾省,[],32.94683544,47.06690778,PM2.5,4,30
台湾省,[],46.87696203,46.87696203,PM10,2,6
台湾省,[],46.82740506,46.82740506,PM10,8,26
台湾省,[],32.52481013,46.46401447,PM2.5,9,5
台湾省,[],92.30791139,46.1539557,O3,10,1
台湾省,[],32.21126582,46.01609403,PM2.5,5,1
台湾省,[],45.86702532,45.86702532,PM10,11,10
台湾省,[],45.64867089,45.64867089,PM10,1,1
台湾省,[],45.38550633,45.38550633,PM10,11,9
