province,city,data,AQI,type,month,day
江西,萍乡,201.2072222,251.2072222,PM2.5,1,20
江西,萍乡,187.3894444,237.3894444,PM2.5,2,16
江西,萍乡,167.1544444,217.1544444,PM2.5,1,19
江西,萍乡,165.6072222,215.6072222,PM2.5,12,23
江西,新余,154.966,204.966,PM2.5,1,20
江西,新余,151.132,201.132,PM2.5,2,16
江西,吉安,140.9882407,187.1260582,PM2.5,2,16
江西,九江,139.909875,185.5855357,PM2.5,12,23
江西,宜春,138.2440741,183.2058201,PM2.5,12,23
江西,吉安,135.8306481,179.7580688,PM2.5,12,23
江西,宜春,134.4545679,177.7922399,PM2.5,1,20
江西,新余,133.6953333,176.707619,PM2.5,12,23
江西,鹰潭,128.8513333,169.787619,PM2.5,2,16
江西,鹰潭,127.0906667,167.272381,PM2.5,1,20
江西,鹰潭,126.1766667,165.9666667,PM2.5,1,19
江西,吉安,124.9065741,164.1522487,PM2.5,1,20
江西,九江,122.085375,160.1219643,PM2.5,1,19
江西,赣州,122.0567614,160.0810877,PM2.5,12,23
江西,抚州,121.5091765,159.2988235,PM2.5,12,23
江西,抚州,119.3949412,156.2784874,PM2.5,1,19
江西,萍乡,262.3911111,156.1955556,PM10,1,20
江西,抚州,118.5034118,155.0048739,PM2.5,2,16
江西,上饶,118.2937255,154.7053221,PM2.5,2,16
江西,宜春,118.2306173,154.6151675,PM2.5,1,19
江西,九江,116.63125,152.3303571,PM2.5,12,22
江西,宜春,115.9250617,151.3215168,PM2.5,2,16
江西,南昌,114.740625,149.6757813,PM2.5,1,19
江西,新余,114.468,149.335,PM2.5,1,19
江西,九江,114.037625,148.7970313,PM2.5,12,1
江西,鹰潭,113.266,147.8325,PM2.5,12,23
江西,南昌,112.8675,147.334375,PM2.5,12,23
江西,萍乡,241.9266667,145.9633333,PM10,2,16
江西,九江,110.892625,144.8657812,PM2.5,1,20
江西,景德镇,108.7422727,142.1778409,PM2.5,2,16
江西,抚州,108.1674118,141.4592647,PM2.5,1,20
江西,吉安,107.4803704,140.600463,PM2.5,1,19
江西,赣州,106.9381818,139.9227273,PM2.5,2,16
江西,萍乡,221.8666667,135.9333333,PM10,1,19
江西,景德镇,102.98,134.975,PM2.5,12,23
江西,九江,102.820625,134.7757813,PM2.5,2,10
江西,萍乡,102.4933333,134.3666667,PM2.5,2,15
江西,赣州,102.3284659,134.1605824,PM2.5,1,21
江西,上饶,101.9636275,133.7045343,PM2.5,12,23
江西,萍乡,101.9461111,133.6826389,PM2.5,1,18
江西,上饶,100.9340196,132.4175245,PM2.5,1,20
江西,上饶,100.3413725,131.6767157,PM2.5,1,19
江西,萍乡,99.99222222,131.2402778,PM2.5,1,2
江西,南昌,99.49875,130.6234375,PM2.5,1,20
江西,新余,208.8686667,129.4343333,PM10,1,20
江西,赣州,98.43960227,129.2995028,PM2.5,1,20
