province,city,data,AQI,type,month,day
甘肃,嘉峪关,774.425,774.425,PM10,10,20
甘肃,嘉峪关,492.3,390.375,PM10,10,19
甘肃,金昌,472.4513889,365.5642361,PM10,3,15
甘肃,酒泉,305.6248865,355.6248865,PM2.5,10,19
甘肃,嘉峪关,460.915,351.14375,PM10,3,17
甘肃,嘉峪关,458.8233333,348.5291667,PM10,11,26
甘肃,临夏,447.9547222,334.9434028,PM10,4,10
甘肃,平凉,441.8502222,327.3127778,PM10,12,3
甘肃,嘉峪关,436.8266667,321.0333333,PM10,10,21
甘肃,金昌,433.1847222,316.4809028,PM10,3,16
甘肃,嘉峪关,427.5633333,309.4541667,PM10,3,18
甘肃,嘉峪关,413.46,290.6571429,PM10,12,2
甘肃,嘉峪关,232.2116667,282.2116667,PM2.5,3,19
甘肃,嘉峪关,405.98,279.9714286,PM10,5,8
甘肃,嘉峪关,222.5766667,272.5766667,PM2.5,10,19
甘肃,嘉峪关,399.24,270.3428571,PM10,3,16
甘肃,临夏,388.5105556,255.0150794,PM10,11,26
甘肃,兰州,377.3501724,239.0716749,PM10,11,27
甘肃,酒泉,181.7509079,231.7509079,PM2.5,10,18
甘肃,嘉峪关,363.0183333,218.597619,PM10,12,27
甘肃,嘉峪关,167.6233333,217.6233333,PM2.5,3,15
甘肃,白银,347.592069,198.7960345,PM10,11,27
甘肃,兰州,344.4765517,197.2382759,PM10,3,17
甘肃,嘉峪关,343.37,196.685,PM10,5,25
甘肃,临夏,343.0272222,196.5136111,PM10,11,27
甘肃,武威,342.3151079,196.157554,PM10,3,16
甘肃,金昌,145.9736111,194.2480159,PM2.5,10,20
甘肃,嘉峪关,142.5316667,189.3309524,PM2.5,10,20
甘肃,兰州,327.8015517,188.9007759,PM10,4,10
甘肃,临夏,324.8444444,187.4222222,PM10,2,9
甘肃,酒泉,321.3329372,185.6664686,PM10,10,19
甘肃,嘉峪关,135.92,179.8857143,PM2.5,5,25
甘肃,白银,309.1805747,179.5902874,PM10,3,17
甘肃,武威,134.3469784,177.6385406,PM2.5,10,20
甘肃,平凉,305.0724444,177.5362222,PM10,11,27
甘肃,酒泉,133.7928838,176.8469769,PM2.5,10,20
甘肃,白银,303.3278161,176.663908,PM10,3,15
甘肃,兰州,301.032069,175.5160345,PM10,11,26
甘肃,金昌,298.2094444,174.1047222,PM10,10,20
甘肃,天水,291.6103125,170.8051563,PM10,12,3
甘肃,嘉峪关,289.42,169.71,PM10,5,12
甘肃,嘉峪关,288.5366667,169.2683333,PM10,3,29
甘肃,嘉峪关,287.0983333,168.5491667,PM10,5,26
甘肃,嘉峪关,285.465,167.7325,PM10,4,9
甘肃,嘉峪关,283.2633333,166.6316667,PM10,5,11
甘肃,兰州,282.9381034,166.4690517,PM10,2,9
甘肃,武威,125.2277698,164.6110997,PM2.5,5,21
甘肃,张掖,125.1649383,164.5213404,PM2.5,10,19
甘肃,兰州,276.7787931,163.3893966,PM10,3,16
甘肃,定西,272.548,161.274,PM10,11,27
