province,city,data,AQI,type,month,day
河南,漯河,344.4192308,394.4192308,PM2.5,12,21
河南,许昌,318.2290909,368.2290909,PM2.5,12,21
河南,许昌,314.4254545,364.4254545,PM2.5,1,18
河南,郑州,307.720625,357.720625,PM2.5,1,18
河南,开封,296.1037037,346.1037037,PM2.5,12,21
河南,开封,295.3140741,345.3140741,PM2.5,1,18
河南,漯河,448.6230769,335.7788462,PM10,11,28
河南,漯河,284.1669231,334.1669231,PM2.5,12,20
河南,驻马店,282.9973846,332.9973846,PM2.5,12,21
河南,濮阳,281.3411111,331.3411111,PM2.5,1,18
河南,漯河,281.2669231,331.2669231,PM2.5,1,18
河南,开封,444.5481481,330.6851852,PM10,11,28
河南,周口,280.0476,330.0476,PM2.5,1,16
河南,许昌,442.795,328.49375,PM10,11,28
河南,濮阳,278.35,328.35,PM2.5,1,17
河南,周口,275.872,325.872,PM2.5,12,21
河南,许昌,271.7377273,321.7377273,PM2.5,1,17
河南,周口,268.1942,318.1942,PM2.5,11,28
河南,郑州,267.2778125,317.2778125,PM2.5,1,17
河南,许昌,266.9472727,316.9472727,PM2.5,1,16
河南,漯河,263.4838462,313.4838462,PM2.5,1,16
河南,鹤壁,262.5322222,312.5322222,PM2.5,1,17
河南,商丘,261.1647826,311.1647826,PM2.5,1,16
河南,开封,261.1548148,311.1548148,PM2.5,1,16
河南,许昌,260.4581818,310.4581818,PM2.5,12,20
河南,周口,260.3092,310.3092,PM2.5,12,22
河南,开封,258.8948148,308.8948148,PM2.5,12,20
河南,开封,258.4711111,308.4711111,PM2.5,11,28
河南,周口,258.3428,308.3428,PM2.5,12,20
河南,郑州,258.1284375,308.1284375,PM2.5,12,21
河南,新乡,256.7327027,306.7327027,PM2.5,1,18
河南,鹤壁,255.7444444,305.7444444,PM2.5,1,15
河南,郑州,424.1421875,305.1777344,PM10,11,28
河南,驻马店,254.8764615,304.8764615,PM2.5,12,22
河南,新乡,253.1662162,303.1662162,PM2.5,1,17
河南,郑州,250.505625,300.505625,PM2.5,1,16
河南,焦作,249.660625,299.660625,PM2.5,1,18
河南,平顶山,248.9423529,298.9423529,PM2.5,1,18
河南,安阳,248.8951515,298.8951515,PM2.5,1,15
河南,濮阳,246.1672222,296.1672222,PM2.5,1,16
河南,濮阳,245.0872222,295.0872222,PM2.5,1,15
河南,商丘,244.7063043,294.7063043,PM2.5,1,18
河南,周口,414.6156,292.308,PM10,11,28
河南,漯河,240.5392308,290.5392308,PM2.5,11,28
河南,商丘,239.1217391,289.1217391,PM2.5,12,22
河南,开封,237.2596296,287.2596296,PM2.5,1,17
河南,商丘,236.6586957,286.6586957,PM2.5,11,28
河南,平顶山,236.3579412,286.3579412,PM2.5,12,21
河南,信阳,233.4632941,283.4632941,PM2.5,12,22
河南,濮阳,231.2283333,281.2283333,PM2.5,1,19
