province,city,data,AQI,type,month,day
海南,澄迈,118.8371429,84.41857143,PM10,4,8
海南,海口,140.2933333,83.57777778,O3,10,1
海南,临高,138.8728571,82.39404762,O3,10,1
海南,文昌,138.037,81.6975,O3,10,6
海南,文昌,137.318,81.09833333,O3,10,4
海南,三亚,137.1785714,80.98214286,O3,10,4
海南,文昌,137.104,80.92,O3,10,1
海南,海口,136.7175,80.59791667,O3,10,4
海南,文昌,136.336,80.28,O3,10,2
海南,海口,136.3283333,80.27361111,O3,10,2
海南,海口,135.3966667,79.49722222,O3,10,3
海南,海口,135.0291667,79.19097222,O3,10,6
海南,琼海,134.8983333,79.08194444,O3,10,4
海南,保亭,134.314,78.595,O3,10,4
海南,陵水,133.6928571,78.07738095,O3,10,4
海南,琼海,133.28,77.73333333,O3,10,2
海南,儋州,57.10571429,77.63214286,PM2.5,2,12
海南,万宁,133.1555556,77.62962963,O3,10,4
海南,临高,133.0085714,77.50714286,O3,10,3
海南,琼中,56.81466667,77.26833333,PM2.5,2,12
海南,澄迈,56.72285714,77.15357143,PM2.5,2,12
海南,琼海,132.5533333,77.12777778,O3,10,6
海南,屯昌,56.69,77.1125,PM2.5,2,12
海南,澄迈,132.5342857,77.11190476,O3,10,1
海南,临高,56.60571429,77.00714286,PM2.5,2,12
海南,临高,132.4042857,77.00357143,O3,10,2
海南,文昌,132.329,76.94083333,O3,10,3
海南,海口,131.8691667,76.55763889,O3,10,7
海南,临高,102.6885714,76.34428571,PM10,4,8
海南,屯昌,102.37,76.185,PM10,4,8
海南,白沙,55.9475,76.184375,PM2.5,2,12
海南,定安,55.78166667,75.97708333,PM2.5,2,12
海南,定安,130.105,75.0875,O3,10,4
海南,定安,100.0833333,75.04166667,PM10,4,8
海南,海口,54.99583333,74.99479167,PM2.5,2,12
海南,万宁,129.9911111,74.99259259,O3,10,2
海南,澄迈,129.8828571,74.90238095,O3,10,2
海南,澄迈,129.7428571,74.78571429,O3,10,4
海南,澄迈,129.0157143,74.1797619,O3,10,7
海南,定安,128.9883333,74.15694444,O3,10,2
海南,定安,128.825,74.02083333,O3,10,6
海南,昌江,128.6455556,73.8712963,O3,10,2
海南,澄迈,128.4614286,73.71785714,O3,10,3
海南,儋州,53.86928571,73.58660714,PM2.5,2,11
海南,五指山,127.768,73.14,O3,10,4
海南,昌江,53.49333333,73.11666667,PM2.5,2,11
海南,琼海,127.625,73.02083333,O3,10,3
海南,昌江,53.30555556,72.88194444,PM2.5,2,12
海南,屯昌,127.3,72.75,O3,10,6
海南,万宁,127.1655556,72.63796296,O3,10,6
