province,city,data,AQI,type,month,day
广西,玉林,190.6421053,240.6421053,PM2.5,2,16
广西,贵港,167.7088889,217.7088889,PM2.5,2,16
广西,梧州,140.8004918,186.8578454,PM2.5,2,16
广西,桂林,139.3364754,184.7663934,PM2.5,2,16
广西,钦州,136.4528,180.6468571,PM2.5,2,16
广西,贺州,132.7905882,175.4151261,PM2.5,2,16
广西,桂林,124.167623,163.0966042,PM2.5,1,21
广西,贵港,123.8426667,162.632381,PM2.5,1,21
广西,北海,123.2842857,161.8346939,PM2.5,2,16
广西,贺州,121.7107843,159.5868347,PM2.5,12,23
广西,来宾,120.6285714,158.0408163,PM2.5,2,16
广西,贺州,120.2433333,157.4904762,PM2.5,1,21
广西,百色,118.0326087,154.3322981,PM2.5,2,16
广西,柳州,117.3026829,153.289547,PM2.5,2,16
广西,桂林,117.0260656,152.8943794,PM2.5,1,19
广西,南宁,116.0254545,151.4649351,PM2.5,1,21
广西,桂林,114.8977049,149.8721311,PM2.5,12,23
广西,桂林,113.8887705,148.6109631,PM2.5,1,20
广西,南宁,113.8720202,148.5900253,PM2.5,2,16
广西,崇左,110.1473077,143.9341346,PM2.5,1,21
广西,河池,109.7779195,143.4723993,PM2.5,2,16
广西,桂林,108.7247541,142.1559426,PM2.5,2,17
广西,贺州,108.2194118,141.5242647,PM2.5,2,17
广西,贵港,106.8164444,139.7705556,PM2.5,2,7
广西,玉林,106.6696491,139.5870614,PM2.5,2,17
广西,梧州,104.1211475,136.4014344,PM2.5,12,23
广西,柳州,103.6178049,135.7722561,PM2.5,1,2
广西,南宁,103.3286869,135.4108586,PM2.5,1,23
广西,北海,103.2414286,135.3017857,PM2.5,2,8
广西,桂林,102.4622951,134.3278689,PM2.5,1,2
广西,玉林,218.0115789,134.0057895,PM10,2,16
广西,贺州,100.6143137,132.0178922,PM2.5,1,19
广西,钦州,100.4818,131.85225,PM2.5,1,21
广西,梧州,100.1967213,131.4959016,PM2.5,1,21
广西,百色,100.050559,131.3131988,PM2.5,2,10
广西,钦州,99.0286,130.03575,PM2.5,1,20
广西,桂林,98.30418033,129.1302254,PM2.5,1,16
广西,防城港,97.4252,128.0315,PM2.5,1,20
广西,贵港,96.988,127.485,PM2.5,2,17
广西,来宾,96.92492063,127.4061508,PM2.5,1,3
广西,来宾,96.02809524,126.285119,PM2.5,1,15
广西,贵港,95.32688889,125.4086111,PM2.5,2,9
广西,贵港,94.99177778,124.9897222,PM2.5,12,23
广西,崇左,94.77538462,124.7192308,PM2.5,1,20
广西,贺州,94.43862745,124.2982843,PM2.5,1,20
广西,来宾,94.04619048,123.8077381,PM2.5,2,9
广西,贵港,93.97511111,123.7188889,PM2.5,1,15
广西,梧州,93.92672131,123.6584016,PM2.5,2,17
广西,钦州,93.869,123.58625,PM2.5,2,9
广西,梧州,93.85311475,123.5663934,PM2.5,1,20
