province,city,data,AQI,type,month,day
浙江,嘉兴,183.9406667,233.9406667,PM2.5,1,31
浙江,嘉兴,153.3286667,203.3286667,PM2.5,1,30
浙江,湖州,147.9044444,197.0063492,PM2.5,1,31
浙江,嘉兴,147.4906667,196.4152381,PM2.5,2,1
浙江,嘉兴,134.9413333,178.487619,PM2.5,1,17
浙江,湖州,130.9807407,172.8296296,PM2.5,1,19
浙江,宁波,130.5563415,172.2233449,PM2.5,1,31
浙江,宁波,128.1692683,168.8132404,PM2.5,2,1
浙江,湖州,127.4111111,167.7301587,PM2.5,2,1
浙江,湖州,126.6588889,166.6555556,PM2.5,1,30
浙江,绍兴,126.2808824,166.1155462,PM2.5,1,31
浙江,湖州,124.5037037,163.5767196,PM2.5,2,9
浙江,湖州,124.3603704,163.3719577,PM2.5,1,20
浙江,湖州,124.2959259,163.2798942,PM2.5,1,1
浙江,湖州,123.5733333,162.247619,PM2.5,1,17
浙江,湖州,123.1822222,161.6888889,PM2.5,1,29
浙江,嘉兴,122.778,161.1114286,PM2.5,1,19
浙江,绍兴,118.9591176,155.6558824,PM2.5,1,17
浙江,嘉兴,117.1633333,153.0904762,PM2.5,1,1
浙江,嘉兴,115.1133333,150.1619048,PM2.5,2,2
浙江,宁波,114.4039024,149.254878,PM2.5,1,30
浙江,绍兴,114.1011765,148.8764706,PM2.5,1,30
浙江,绍兴,113.2838235,147.8547794,PM2.5,2,1
浙江,湖州,112.1892593,146.4865741,PM2.5,1,18
浙江,嘉兴,111.2006667,145.2508333,PM2.5,1,29
浙江,嘉兴,110.6486667,144.5608333,PM2.5,1,20
浙江,宁波,107.9702439,141.2128049,PM2.5,1,17
浙江,杭州,107.0935135,140.1168919,PM2.5,1,18
浙江,嘉兴,106.6993333,139.6241667,PM2.5,1,18
浙江,绍兴,105.5702941,138.2128676,PM2.5,2,2
浙江,绍兴,104.2617647,136.5772059,PM2.5,12,14
浙江,嘉兴,220.526,135.263,PM10,1,31
浙江,嘉兴,103.1426667,135.1783333,PM2.5,2,8
浙江,衢州,102.8494595,134.8118243,PM2.5,2,16
浙江,绍兴,101.0676471,132.5845588,PM2.5,12,13
浙江,金华,98.96294118,129.9536765,PM2.5,1,18
浙江,湖州,98.69037037,129.612963,PM2.5,2,2
浙江,绍兴,98.52029412,129.4003676,PM2.5,1,18
浙江,衢州,96.58675676,126.9834459,PM2.5,1,18
浙江,嘉兴,96.26733333,126.5841667,PM2.5,12,13
浙江,嘉兴,94.80866667,124.7608333,PM2.5,2,9
浙江,杭州,93.61162162,123.264527,PM2.5,1,31
浙江,杭州,92.56486486,121.9560811,PM2.5,2,9
浙江,温州,91.9724,121.2155,PM2.5,1,18
浙江,宁波,91.14658537,120.1832317,PM2.5,2,2
浙江,湖州,91.01888889,120.0236111,PM2.5,12,13
浙江,宁波,90.86097561,119.8262195,PM2.5,2,8
浙江,嘉兴,90.67466667,119.5933333,PM2.5,12,14
浙江,湖州,90.52074074,119.4009259,PM2.5,12,22
浙江,宁波,90.50853659,119.3856707,PM2.5,1,29
