province,city,data,AQI,type,month,day
山西省,运城市,249.3203125,299.3203125,PM2.5,1,15
山西省,运城市,240.4142188,290.4142188,PM2.5,1,16
山西省,运城市,236.8384375,286.8384375,PM2.5,1,22
山西省,运城市,215.146875,265.146875,PM2.5,1,14
山西省,朔州市,395.2158696,264.5940994,PM10,3,28
山西省,运城市,206.1810938,256.1810938,PM2.5,1,21
山西省,晋城市,197.53075,247.53075,PM2.5,2,18
山西省,临汾市,197.4207865,247.4207865,PM2.5,1,15
山西省,运城市,190.174375,240.174375,PM2.5,1,13
山西省,晋城市,185.16175,235.16175,PM2.5,2,17
山西省,晋城市,185.0325,235.0325,PM2.5,1,22
山西省,晋城市,181.882,231.882,PM2.5,2,20
山西省,运城市,180.35625,230.35625,PM2.5,2,18
山西省,运城市,180.336875,230.336875,PM2.5,1,2
山西省,运城市,176.7301563,226.7301563,PM2.5,12,1
山西省,晋城市,173.73825,223.73825,PM2.5,2,19
山西省,晋城市,171.11925,221.11925,PM2.5,1,15
山西省,阳泉市,170.8855556,220.8855556,PM2.5,2,20
山西省,临汾市,170.184382,220.184382,PM2.5,1,16
山西省,晋城市,170.07775,220.07775,PM2.5,3,11
山西省,长治市,168.5959322,218.5959322,PM2.5,2,20
山西省,运城市,167.3707813,217.3707813,PM2.5,11,30
山西省,晋中市,167.3624324,217.3624324,PM2.5,2,20
山西省,临汾市,165.7444944,215.7444944,PM2.5,2,18
山西省,运城市,161.5709375,211.5709375,PM2.5,2,16
山西省,晋城市,161.539,211.539,PM2.5,1,16
山西省,临汾市,160.8107865,210.8107865,PM2.5,1,14
山西省,长治市,159.2110169,209.2110169,PM2.5,1,15
山西省,运城市,157.710625,207.710625,PM2.5,2,17
山西省,晋城市,157.5235,207.5235,PM2.5,12,1
山西省,长治市,157.4133898,207.4133898,PM2.5,2,17
山西省,临汾市,155.4251685,205.4251685,PM2.5,2,16
山西省,阳泉市,154.7622222,204.7622222,PM2.5,2,19
山西省,晋城市,152.36225,202.36225,PM2.5,1,2
山西省,运城市,150.6673437,200.6673437,PM2.5,1,1
山西省,临汾市,150.6592135,200.6592135,PM2.5,12,1
山西省,运城市,149.238125,198.9116071,PM2.5,1,20
山西省,运城市,147.6526563,196.6466518,PM2.5,12,19
山西省,运城市,339.7840625,194.8920313,PM10,1,16
山西省,临汾市,144.4188764,192.0269663,PM2.5,2,17
山西省,长治市,144.0469492,191.4956416,PM2.5,12,1
山西省,晋城市,144.043,191.49,PM2.5,1,21
山西省,阳泉市,332.1088889,191.0544444,PM10,3,28
山西省,运城市,331.2840625,190.6420313,PM10,1,15
山西省,长治市,142.8440678,189.7772397,PM2.5,2,18
山西省,运城市,326.8217187,188.4108594,PM10,1,22
山西省,运城市,325.130625,187.5653125,PM10,11,27
山西省,朔州市,324.8484783,187.4242391,PM10,3,29
山西省,晋城市,140.72475,186.7496429,PM2.5,11,30
山西省,太原市,323.2814286,186.6407143,PM10,4,10
